Στ. Ατμοσφαιρικής Ρύπανσης   οδού Εγνατίας (Κέντρο Πόλης),A.A.,Ημερο- μηνία,Ημέρα,SO2 μg/m3,PM10 μg/m3,PM2.5 μg/m3,CO mg/m3,NO μg/m3,NO2 μg/m3,O3 μg/m3,_sheet,Στ. Ατμοσφαιρικής Ρύπανσης   οδού 25ης Μαρτίου (Αν. Θεσ/νίκη),Στ. Ατμοσφαιρικής Ρύπανσης   οδού Λαγκαδά (Δυτ. Θεσ/νίκη),Στ. Ατμοσφαιρικής Ρύπανσης   Επταπυργίου (Άνω Πόλη),Στ. Ατμοσφαιρικής Ρύπανσης   Μαλακοπής (Αν. Θεσ/νίκη περιοχή Τούμπας),Στ. Ατμοσφαιρικής Ρύπανσης   Νέου Δημαρχείου (Γεωγραφικό κέντρο πόλης)
,8311.0,2011-10-03,2011-10-03,,33.0,19.0,0.2,27.0,21.0,66.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8312.0,2011-10-04,2011-10-04,,37.0,22.0,0.2,20.0,25.0,61.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8313.0,2011-10-05,2011-10-05,,40.0,22.0,0.5,24.0,28.0,68.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8314.0,2011-10-06,2011-10-06,,49.0,31.0,0.3,20.0,32.0,78.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8315.0,2011-10-07,2011-10-07,,43.0,28.0,0.4,15.0,32.0,83.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8316.0,2011-10-08,2011-10-08,,32.0,18.0,0.1,19.0,24.0,65.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8317.0,2011-10-09,2011-10-09,,24.0,17.0,0.2,19.0,20.0,42.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8318.0,2011-10-10,2011-10-10,,28.0,20.0,0.5,10.0,26.0,38.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8319.0,2011-10-11,2011-10-11,,30.0,22.0,0.5,20.0,31.0,41.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8320.0,2011-10-12,2011-10-12,,32.0,23.0,0.3,38.0,25.0,39.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8321.0,2011-10-13,2011-10-13,,34.0,18.0,0.5,25.0,29.0,43.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8322.0,2011-10-14,2011-10-14,,22.0,12.0,0.4,21.0,45.0,40.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8323.0,2011-10-15,2011-10-15,,31.0,17.0,0.4,1.0,29.0,40.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8324.0,2011-10-16,2011-10-16,,29.0,16.0,0.3,1.0,29.0,49.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8325.0,2011-10-17,2011-10-17,,20.0,11.0,0.1,1.0,32.0,42.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8326.0,2011-10-18,2011-10-18,,45.0,35.0,0.7,1.0,42.0,58.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8327.0,2011-10-19,2011-10-19,,59.0,43.0,0.4,26.0,66.0,64.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8328.0,2011-10-20,2011-10-20,,42.0,30.0,0.3,34.0,51.0,63.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8329.0,2011-10-21,2011-10-21,,55.0,37.0,0.2,37.0,53.0,68.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8330.0,2011-10-22,2011-10-22,,51.0,38.0,0.3,26.0,46.0,65.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8331.0,2011-10-23,2011-10-23,,49.0,34.0,0.3,22.0,29.0,61.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8332.0,2011-10-24,2011-10-24,,45.0,30.0,0.1,16.0,32.0,50.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8333.0,2011-10-25,2011-10-25,,36.0,20.0,0.1,20.0,26.0,45.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8334.0,2011-10-26,2011-10-26,,33.0,21.0,0.4,21.0,19.0,49.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8335.0,2011-10-27,2011-10-27,,34.0,25.0,0.3,10.0,19.0,52.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8336.0,2011-10-28,2011-10-28,,42.0,31.0,0.4,21.0,35.0,51.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8337.0,2011-10-29,2011-10-29,,43.0,28.0,0.6,41.0,38.0,49.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8338.0,2011-10-30,2011-10-30,,38.0,27.0,0.4,27.0,23.0,62.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8339.0,2011-10-31,2011-10-31,,43.0,30.0,0.5,23.0,46.0,44.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8340.0,2011-11-01,2011-11-01,,50.0,45.0,0.6,20.0,46.0,48.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8341.0,2011-11-02,2011-11-02,,58.0,56.0,0.5,23.0,48.0,60.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8342.0,2011-11-03,2011-11-03,,53.0,52.0,1.0,17.0,48.0,59.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8343.0,2011-11-04,2011-11-04,,50.0,46.0,0.5,18.0,37.0,53.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8344.0,2011-11-05,2011-11-05,,59.0,50.0,0.5,22.0,45.0,47.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8345.0,2011-11-06,2011-11-06,,50.0,52.0,0.4,24.0,43.0,52.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8346.0,2011-11-07,2011-11-07,,42.0,35.0,0.4,18.0,31.0,43.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8347.0,2011-11-08,2011-11-08,,50.0,46.0,0.1,10.0,39.0,29.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8348.0,2011-11-09,2011-11-09,,49.0,43.0,0.6,15.0,40.0,37.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8349.0,2011-11-10,2011-11-10,,43.0,45.0,0.6,8.0,33.0,36.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8350.0,2011-11-11,2011-11-11,,31.0,35.0,0.1,8.0,14.0,45.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8351.0,2011-11-12,2011-11-12,,26.0,28.0,0.0,49.0,17.0,46.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8352.0,2011-11-13,2011-11-13,,24.0,27.0,0.0,23.0,20.0,52.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8353.0,2011-11-14,2011-11-14,,16.0,19.0,0.7,11.0,23.0,49.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8354.0,2011-11-15,2011-11-15,,27.0,29.0,0.5,16.0,32.0,48.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8355.0,2011-11-16,2011-11-16,,56.0,53.0,0.6,26.0,54.0,45.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8356.0,2011-11-17,2011-11-17,,75.0,64.0,0.7,19.0,55.0,49.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8357.0,2011-11-18,2011-11-18,,74.0,64.0,0.9,33.0,54.0,48.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8358.0,2011-11-19,2011-11-19,,111.0,92.0,0.9,31.0,60.0,57.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8359.0,2011-11-20,2011-11-20,,102.0,85.0,1.0,20.0,57.0,63.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8360.0,2011-11-21,2011-11-21,,101.0,84.0,1.0,36.0,69.0,53.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8361.0,2011-11-22,2011-11-22,,107.0,88.0,1.0,47.0,69.0,40.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8362.0,2011-11-23,2011-11-23,,112.0,92.0,1.2,74.0,61.0,35.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8363.0,2011-11-24,2011-11-24,,70.0,60.0,1.0,19.0,35.0,42.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8364.0,2011-11-25,2011-11-25,,38.0,36.0,0.6,10.0,30.0,44.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8365.0,2011-11-26,2011-11-26,,42.0,40.0,0.4,7.0,27.0,45.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8366.0,2011-11-27,2011-11-27,,46.0,42.0,0.2,14.0,29.0,57.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8367.0,2011-11-28,2011-11-28,,68.0,59.0,0.5,32.0,52.0,44.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8368.0,2011-11-29,2011-11-29,,65.0,57.0,0.9,45.0,51.0,50.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8369.0,2011-11-30,2011-11-30,,48.0,44.0,0.8,53.0,63.0,44.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8370.0,2011-12-01,2011-12-01,,80.0,58.0,0.7,30.0,78.0,53.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8371.0,2011-12-02,2011-12-02,,96.0,67.0,1.0,39.0,90.0,46.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8372.0,2011-12-03,2011-12-03,,101.0,80.0,1.4,27.0,71.0,54.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8373.0,2011-12-04,2011-12-04,,86.0,65.0,1.0,19.0,65.0,55.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8374.0,2011-12-05,2011-12-05,,87.0,63.0,1.0,30.0,62.0,41.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8375.0,2011-12-06,2011-12-06,,19.0,11.0,0.4,7.0,33.0,45.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8376.0,2011-12-07,2011-12-07,,24.0,14.0,0.5,10.0,39.0,35.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8377.0,2011-12-08,2011-12-08,,25.0,16.0,0.3,23.0,42.0,39.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8378.0,2011-12-09,2011-12-09,,23.0,14.0,0.3,11.0,41.0,38.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8379.0,2011-12-10,2011-12-10,,48.0,33.0,0.8,32.0,74.0,35.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8380.0,2011-12-11,2011-12-11,,70.0,57.0,1.0,36.0,78.0,47.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8381.0,2011-12-12,2011-12-12,,71.0,47.0,1.0,49.0,65.0,35.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8382.0,2011-12-13,2011-12-13,,72.0,49.0,0.9,38.0,65.0,31.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8383.0,2011-12-14,2011-12-14,,62.0,47.0,0.8,32.0,60.0,29.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8384.0,2011-12-15,2011-12-15,,47.0,31.0,0.8,27.0,59.0,30.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8385.0,2011-12-16,2011-12-16,,22.0,13.0,0.6,9.0,41.0,36.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8386.0,2011-12-17,2011-12-17,,18.0,12.0,0.6,16.0,26.0,50.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8387.0,2011-12-18,2011-12-18,,13.0,9.0,0.3,18.0,18.0,54.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8388.0,2011-12-19,2011-12-19,,20.0,13.0,0.5,16.0,34.0,33.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8389.0,2011-12-20,2011-12-20,,36.0,24.0,1.3,14.0,43.0,22.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8390.0,2011-12-21,2011-12-21,,19.0,12.0,0.5,12.0,30.0,34.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8391.0,2011-12-22,2011-12-22,,14.0,9.0,0.2,7.0,17.0,42.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8392.0,2011-12-23,2011-12-23,,20.0,14.0,0.0,7.0,16.0,40.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8393.0,2011-12-24,2011-12-24,,28.0,21.0,0.3,9.0,20.0,51.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8394.0,2011-12-25,2011-12-25,,43.0,37.0,0.6,12.0,32.0,54.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8395.0,2011-12-26,2011-12-26,,39.0,30.0,0.3,14.0,24.0,53.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8396.0,2011-12-27,2011-12-27,,42.0,32.0,0.7,21.0,40.0,40.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8397.0,2011-12-28,2011-12-28,,47.0,33.0,0.5,18.0,42.0,40.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8398.0,2011-12-29,2011-12-29,,84.0,55.0,0.9,46.0,68.0,34.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8399.0,2011-12-30,2011-12-30,,106.0,68.0,1.6,72.0,77.0,41.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8400.0,2011-12-31,2011-12-31,,41.0,29.0,0.3,7.0,23.0,40.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8401.0,2012-01-01,2012-01-01,,25.0,18.0,,,,46.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,ΕΤΟΣ 2012,,
,8402.0,2012-01-02,2012-01-02,,60.0,40.0,,,,37.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8403.0,2012-01-03,2012-01-03,,91.0,59.0,,,,37.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8404.0,2012-01-04,2012-01-04,,89.0,57.0,,,,42.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8405.0,2012-01-05,2012-01-05,,69.0,46.0,,,,39.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8406.0,2012-01-06,2012-01-06,,42.0,29.0,,,,35.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8407.0,2012-01-07,2012-01-07,,16.0,12.0,,,,28.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8408.0,2012-01-08,2012-01-08,,22.0,15.0,,,,35.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8409.0,2012-01-09,2012-01-09,,21.0,14.0,,,,31.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8410.0,2012-01-10,2012-01-10,,20.0,13.0,,,,34.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8411.0,2012-01-11,2012-01-11,,20.0,15.0,,,,39.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8412.0,2012-01-12,2012-01-12,,23.0,15.0,,,,36.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8413.0,2012-01-13,2012-01-13,,51.0,32.0,,,,33.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8414.0,2012-01-14,2012-01-14,,23.0,16.0,,,,41.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8415.0,2012-01-15,2012-01-15,,22.0,14.0,,,,43.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8416.0,2012-01-16,2012-01-16,,23.0,15.0,,,,37.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8417.0,2012-01-17,2012-01-17,,25.0,17.0,,,,36.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8418.0,2012-01-18,2012-01-18,,25.0,16.0,,,,34.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8419.0,2012-01-19,2012-01-19,,44.0,30.0,,,,35.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8420.0,2012-01-20,2012-01-20,,102.0,57.0,,,,39.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8421.0,2012-01-21,2012-01-21,,37.0,27.0,,,,44.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8422.0,2012-01-22,2012-01-22,,32.0,24.0,,,,43.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8423.0,2012-01-23,2012-01-23,,59.0,35.0,,,,37.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8424.0,2012-01-24,2012-01-24,,57.0,41.0,,,,35.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8425.0,2012-01-25,2012-01-25,,46.0,33.0,,,,27.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8426.0,2012-01-26,2012-01-26,,17.0,13.0,,,,30.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8427.0,2012-01-27,2012-01-27,,24.0,20.0,,,,44.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8428.0,2012-01-28,2012-01-28,,38.0,29.0,,,,41.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8429.0,2012-01-29,2012-01-29,,24.0,18.0,,,,51.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8430.0,2012-01-30,2012-01-30,,20.0,15.0,,,,53.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8431.0,2012-01-31,2012-01-31,,28.0,21.0,,,,49.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8432.0,2012-02-01,2012-02-01,,18.0,12.0,,,,45.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8433.0,2012-02-02,2012-02-02,,17.0,10.0,,,,40.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8434.0,2012-02-03,2012-02-03,,34.0,27.0,,,,32.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8435.0,2012-02-04,2012-02-04,,74.0,56.0,,,,29.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8436.0,2012-02-05,2012-02-05,,88.0,71.0,,,,37.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8437.0,2012-02-06,2012-02-06,,40.0,29.0,,,,37.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8438.0,2012-02-07,2012-02-07,,13.0,9.0,,,,46.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8439.0,2012-02-08,2012-02-08,,33.0,22.0,,,,45.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8440.0,2012-02-09,2012-02-09,,25.0,19.0,,,,47.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8441.0,2012-02-10,2012-02-10,,18.0,12.0,,,,46.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8442.0,2012-02-11,2012-02-11,,17.0,11.0,,,,44.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8443.0,2012-02-12,2012-02-12,,49.0,44.0,,,,28.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8444.0,2012-02-13,2012-02-13,,48.0,38.0,,,,36.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8445.0,2012-02-14,2012-02-14,,61.0,43.0,,,,46.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8446.0,2012-02-15,2012-02-15,,69.0,51.0,,,,52.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8447.0,2012-02-16,2012-02-16,,30.0,22.0,,,,50.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8448.0,2012-02-17,2012-02-17,,33.0,24.0,,,,54.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8449.0,2012-02-18,2012-02-18,,23.0,14.0,,,,44.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8450.0,2012-02-19,2012-02-19,,25.0,16.0,,,,44.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8451.0,2012-02-20,2012-02-20,,51.0,31.0,,,,28.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8452.0,2012-02-21,2012-02-21,,45.0,29.0,,,,35.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8453.0,2012-02-22,2012-02-22,,31.0,20.0,,,,55.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8454.0,2012-02-23,2012-02-23,,41.0,28.0,,,,52.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8455.0,2012-02-24,2012-02-24,,37.0,21.0,,,,54.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8456.0,2012-02-25,2012-02-25,,13.0,7.0,,,,45.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8457.0,2012-02-26,2012-02-26,,11.0,6.0,,,,50.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8458.0,2012-02-27,2012-02-27,,19.0,14.0,,,,49.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8459.0,2012-02-28,2012-02-28,,15.0,10.0,,,,50.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8460.0,2012-02-29,2012-02-29,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8461.0,2012-03-01,2012-03-01,,20.0,14.0,,,,51.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8462.0,2012-03-02,2012-03-02,,26.0,15.0,,,,50.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8463.0,2012-03-03,2012-03-03,,22.0,12.0,,,,61.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8464.0,2012-03-04,2012-03-04,,22.0,15.0,,,,63.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8465.0,2012-03-05,2012-03-05,,39.0,23.0,,,,45.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8466.0,2012-03-06,2012-03-06,,32.0,23.0,,,,53.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8467.0,2012-03-07,2012-03-07,,27.0,19.0,,,,48.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8468.0,2012-03-08,2012-03-08,,30.0,23.0,,,,39.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8469.0,2012-03-09,2012-03-09,,25.0,20.0,,,,35.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8470.0,2012-03-10,2012-03-10,,35.0,27.0,,,,56.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8471.0,2012-03-11,2012-03-11,,31.0,24.0,,,,61.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8472.0,2012-03-12,2012-03-12,,27.0,22.0,,,,55.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8473.0,2012-03-13,2012-03-13,,25.0,17.0,,,,48.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8474.0,2012-03-14,2012-03-14,,25.0,16.0,,,,55.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8475.0,2012-03-15,2012-03-15,,23.0,14.0,,,,51.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8476.0,2012-03-16,2012-03-16,,28.0,18.0,,,,51.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8477.0,2012-03-17,2012-03-17,,33.0,20.0,,,,52.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8478.0,2012-03-18,2012-03-18,,41.0,27.0,,,,56.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8479.0,2012-03-19,2012-03-19,,50.0,35.0,,,,46.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8480.0,2012-03-20,2012-03-20,,52.0,33.0,,,,49.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8481.0,2012-03-21,2012-03-21,,53.0,33.0,,,,63.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8482.0,2012-03-22,2012-03-22,,39.0,22.0,,,,74.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8483.0,2012-03-23,2012-03-23,,43.0,25.0,,,,63.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8484.0,2012-03-24,2012-03-24,,43.0,27.0,,,,64.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8485.0,2012-03-25,2012-03-25,,43.0,28.0,,,,67.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8486.0,2012-03-26,2012-03-26,,41.0,20.0,,,,79.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8487.0,2012-03-27,2012-03-27,,32.0,17.0,,,,60.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8488.0,2012-03-28,2012-03-28,,30.0,15.0,,,,68.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8489.0,2012-03-29,2012-03-29,,35.0,18.0,,,,62.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8490.0,2012-03-30,2012-03-30,,30.0,17.0,,,,62.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8491.0,2012-03-31,2012-03-31,,20.0,9.0,,,,49.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8492.0,2012-04-01,2012-04-01,,31.0,17.0,,,,69.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
